hour,district,neighborhood,specific_count,crime_category,total_count,crime_rate
10,22,Auburn Gresham / Beverly,5316,Property Crimes,155189,0.03425500518722332
10,23,Boystown / Lake View,1852,Property Crimes,155189,0.011933835516692548
10,24,Edgewater / Rogers Park,4974,Property Crimes,155189,0.032051240745155904
10,25,Austin / Avondale,8444,Property Crimes,155189,0.054411072949758034
11,1,Douglas / Loop,10041,Property Crimes,151255,0.06638458232785693
11,2,Douglas / Englewood,5779,Property Crimes,151255,0.038207001421440616
11,3,Grand Crossing / Jackson Park,7367,Property Crimes,151255,0.04870582790651549
11,4,Avalon Park / Burnside,8216,Property Crimes,151255,0.054318865492049846
11,5,Burnside / Pullman,6022,Property Crimes,151255,0.03981355988231794
11,6,Auburn Gresham / Chatham,8852,Property Crimes,151255,0.05852368516743248
11,7,Englewood / Grand Crossing,7458,Property Crimes,151255,0.04930746091038313
11,8,Archer Heights / Ashburn,10382,Property Crimes,151255,0.06863905325443787
11,9,Armour Square / Bridgeport,7000,Property Crimes,151255,0.04627946183597236
11,10,Little Village / Lower West Side,5415,Property Crimes,151255,0.03580046940597005
11,11,Austin / Garfield Park,6585,Property Crimes,151255,0.04353575088426829
11,12,East Village / Garfield Park,6098,Property Crimes,151255,0.04031602261082278
11,13,East Village / Garfield Park,2559,Property Crimes,151255,0.016918448976893326
11,14,Avondale / Bucktown,6208,Property Crimes,151255,0.04104327129681663
11,15,Austin,4280,Property Crimes,151255,0.028296585236851673
11,16,Dunning / Edison Park,4707,Property Crimes,151255,0.03111963240884599
11,17,Albany Park / Avondale,4659,Property Crimes,151255,0.030802287527685036
11,18,Lincoln Park / Magnificent Mile,8662,Property Crimes,151255,0.057267528346170375
11,19,Lake View / Lincoln Park,5987,Property Crimes,151255,0.039582162573138076
11,20,Andersonville / Edgewater,2804,Property Crimes,151255,0.01853823014115236
11,21,Chinatown / Douglas,2717,Property Crimes,151255,0.01796304254404813
11,22,Auburn Gresham / Beverly,5052,Property Crimes,151255,0.03340054874219034
11,23,Boystown / Lake View,1689,Property Crimes,151255,0.011166573005851046
11,24,Edgewater / Rogers Park,4604,Property Crimes,151255,0.03043866318468811
11,25,Austin / Avondale,8112,Property Crimes,151255,0.053631284916201116
12,1,Douglas / Loop,15457,Property Crimes,207719,0.074413029140329
12,2,Douglas / Englewood,6908,Property Crimes,207719,0.03325646666891329
12,3,Grand Crossing / Jackson Park,9411,Property Crimes,207719,0.04530639951087768
12,4,Avalon Park / Burnside,11220,Property Crimes,207719,0.05401528025842604
12,5,Burnside / Pullman,7877,Property Crimes,207719,0.0379214226912319
12,6,Auburn Gresham / Chatham,11166,Property Crimes,207719,0.053755313668946994
12,7,Englewood / Grand Crossing,10006,Property Crimes,207719,0.048170846191248756
12,8,Archer Heights / Ashburn,14347,Property Crimes,207719,0.06906927146770396
12,9,Armour Square / Bridgeport,9474,Property Crimes,207719,0.04560969386526991
12,10,Little Village / Lower West Side,7177,Property Crimes,207719,0.034551485420207105
12,11,Austin / Garfield Park,8504,Property Crimes,207719,0.040939923646849834
12,12,East Village / Garfield Park,8119,Property Crimes,207719,0.03908645814778619
12,13,East Village / Garfield Park,3522,Property Crimes,207719,0.016955598669356198
12,14,Avondale / Bucktown,8706,Property Crimes,207719,0.04191239125934556
12,15,Austin,5563,Property Crimes,207719,0.026781372912444215
12,16,Dunning / Edison Park,7260,Property Crimes,207719,0.03495106369662862
12,17,Albany Park / Avondale,6575,Property Crimes,207719,0.031653339367125784
12,18,Lincoln Park / Magnificent Mile,12524,Property Crimes,207719,0.0602929919747351
12,19,Lake View / Lincoln Park,9102,Property Crimes,207719,0.0438188129155253
12,20,Andersonville / Edgewater,4031,Property Crimes,207719,0.019406024485001373
12,21,Chinatown / Douglas,3621,Property Crimes,207719,0.017432204083401133
12,22,Auburn Gresham / Beverly,6755,Property Crimes,207719,0.0325198946653893
12,23,Boystown / Lake View,2741,Property Crimes,207719,0.013195711514112815
12,24,Edgewater / Rogers Park,6693,Property Crimes,207719,0.032221414507098534
12,25,Austin / Avondale,10960,Property Crimes,207719,0.05276358927204541
13,1,Douglas / Loop,14112,Property Crimes,168585,0.08370851499243705
13,2,Douglas / Englewood,5877,Property Crimes,168585,0.03486075273600854
13,3,Grand Crossing / Jackson Park,7560,Property Crimes,168585,0.04484384731737699
13,4,Avalon Park / Burnside,8642,Property Crimes,168585,0.05126197467153068
13,5,Burnside / Pullman,6158,Property Crimes,168585,0.0365275676958211
13,6,Auburn Gresham / Chatham,9046,Property Crimes,168585,0.05365839190912596
13,7,Englewood / Grand Crossing,7927,Property Crimes,168585,0.04702079069905389
13,8,Archer Heights / Ashburn,11420,Property Crimes,168585,0.06774030904291603
13,9,Armour Square / Bridgeport,7617,Property Crimes,168585,0.045181955690008005
13,10,Little Village / Lower West Side,5704,Property Crimes,168585,0.033834564166444224
13,11,Austin / Garfield Park,6703,Property Crimes,168585,0.03976035827624047
13,12,East Village / Garfield Park,6640,Property Crimes,168585,0.039386659548595666
13,13,East Village / Garfield Park,2666,Property Crimes,168585,0.015813981077794585
13,14,Avondale / Bucktown,7121,Property Crimes,168585,0.0422398196755346
13,15,Austin,4453,Property Crimes,168585,0.02641397514606875
13,16,Dunning / Edison Park,5281,Property Crimes,168585,0.03132544413797194
13,17,Albany Park / Avondale,5341,Property Crimes,168585,0.03168134768810985
13,18,Lincoln Park / Magnificent Mile,11671,Property Crimes,168585,0.06922917222765963
13,19,Lake View / Lincoln Park,7145,Property Crimes,168585,0.04238218109558976
13,20,Andersonville / Edgewater,3182,Property Crimes,168585,0.018874751608980632
13,21,Chinatown / Douglas,2877,Property Crimes,168585,0.01706557522911291
13,22,Auburn Gresham / Beverly,5174,Property Crimes,168585,0.03069074947355933
13,23,Boystown / Lake View,2048,Property Crimes,168585,0.012148174511374085
13,24,Edgewater / Rogers Park,5243,Property Crimes,168585,0.031100038556217933
13,25,Austin / Avondale,8977,Property Crimes,168585,0.05324910282646736
14,1,Douglas / Loop,13382,Property Crimes,180483,0.07414548738662367
14,2,Douglas / Englewood,6288,Property Crimes,180483,0.03483984641212746
14,3,Grand Crossing / Jackson Park,8118,Property Crimes,180483,0.04497930553016073
14,4,Avalon Park / Burnside,9269,Property Crimes,180483,0.05135663746724068
14,5,Burnside / Pullman,6721,Property Crimes,180483,0.03723896433459107
14,6,Auburn Gresham / Chatham,9661,Property Crimes,180483,0.053528587179956004
14,7,Englewood / Grand Crossing,8309,Property Crimes,180483,0.04603757694630519
14,8,Archer Heights / Ashburn,12344,Property Crimes,180483,0.06839425319836218
14,9,Armour Square / Bridgeport,8145,Property Crimes,180483,0.045128904107312046
14,10,Little Village / Lower West Side,6014,Property Crimes,180483,0.03332169788844379
14,11,Austin / Garfield Park,7045,Property Crimes,180483,0.0390341472604068
14,12,East Village / Garfield Park,7055,Property Crimes,180483,0.03908955414083321
14,13,East Village / Garfield Park,2987,Property Crimes,180483,0.01655003518336907
14,14,Avondale / Bucktown,7766,Property Crimes,180483,0.043028983339151054
14,15,Austin,4699,Property Crimes,180483,0.026035693112370695
14,16,Dunning / Edison Park,5965,Property Crimes,180483,0.03305020417435437
14,17,Albany Park / Avondale,6273,Property Crimes,180483,0.03475673609148784
14,18,Lincoln Park / Magnificent Mile,12802,Property Crimes,180483,0.07093188832189182
14,19,Lake View / Lincoln Park,7872,Property Crimes,180483,0.04361629627167102
14,20,Andersonville / Edgewater,3451,Property Crimes,180483,0.019120914435154557
14,21,Chinatown / Douglas,3017,Property Crimes,180483,0.016716255824648304
14,22,Auburn Gresham / Beverly,5546,Property Crimes,180483,0.030728655884487737
14,23,Boystown / Lake View,2185,Property Crimes,180483,0.01210640337317088
14,24,Edgewater / Rogers Park,5668,Property Crimes,180483,0.031404619825689956
14,25,Austin / Avondale,9901,Property Crimes,180483,0.05485835231018988
15,1,Douglas / Loop,13514,Property Crimes,194417,0.06951038232253352
15,2,Douglas / Englewood,6742,Property Crimes,194417,0.034678037414423636
15,3,Grand Crossing / Jackson Park,8907,Property Crimes,194417,0.04581389487544813
15,4,Avalon Park / Burnside,9924,Property Crimes,194417,0.051044918911412065
15,5,Burnside / Pullman,7192,Property Crimes,194417,0.036992649819717414
15,6,Auburn Gresham / Chatham,10477,Property Crimes,194417,0.05388932037836197
15,7,Englewood / Grand Crossing,9062,Property Crimes,194417,0.04661115025949377
15,8,Archer Heights / Ashburn,13337,Property Crimes,194417,0.06859996810978464
15,9,Armour Square / Bridgeport,8967,Property Crimes,194417,0.04612250986282064
15,10,Little Village / Lower West Side,6532,Property Crimes,194417,0.03359788495861987
15,11,Austin / Garfield Park,7784,Property Crimes,194417,0.040037651028459444
15,12,East Village / Garfield Park,7727,Property Crimes,194417,0.03974446679045557
15,13,East Village / Garfield Park,3150,Property Crimes,194417,0.01620228683705643
15,14,Avondale / Bucktown,8432,Property Crimes,194417,0.04337069289208248
15,15,Austin,5136,Property Crimes,194417,0.026417442919086292
15,16,Dunning / Edison Park,6703,Property Crimes,194417,0.034477437672631506
15,17,Albany Park / Avondale,6431,Property Crimes,194417,0.033078383063209496
15,18,Lincoln Park / Magnificent Mile,13510,Property Crimes,194417,0.06948980799004202
15,19,Lake View / Lincoln Park,8432,Property Crimes,194417,0.04337069289208248
15,20,Andersonville / Edgewater,3844,Property Crimes,194417,0.01977193352433172
15,21,Chinatown / Douglas,3310,Property Crimes,194417,0.01702526013671644
15,22,Auburn Gresham / Beverly,6154,Property Crimes,194417,0.0316536105381731
15,23,Boystown / Lake View,2552,Property Crimes,194417,0.013126424129577145
15,24,Edgewater / Rogers Park,6129,Property Crimes,194417,0.03152502096010123
15,25,Austin / Avondale,10469,Property Crimes,194417,0.053848171713378974
16,1,Douglas / Loop,13424,Property Crimes,191699,0.07002644771229898
16,2,Douglas / Englewood,6539,Property Crimes,191699,0.03411076740097757
16,3,Grand Crossing / Jackson Park,8806,Property Crimes,191699,0.0459365985216407
16,4,Avalon Park / Burnside,9772,Property Crimes,191699,0.050975748438958995
16,5,Burnside / Pullman,6881,Property Crimes,191699,0.035894814266115106
16,6,Auburn Gresham / Chatham,10499,Property Crimes,191699,0.054768152155201644
16,7,Englewood / Grand Crossing,8974,Property Crimes,191699,0.04681297242030475
16,8,Archer Heights / Ashburn,13377,Property Crimes,191699,0.06978127168112509
16,9,Armour Square / Bridgeport,9000,Property Crimes,191699,0.04694860171414561
16,10,Little Village / Lower West Side,6316,Property Crimes,191699,0.03294748538072708
16,11,Austin / Garfield Park,7399,Property Crimes,191699,0.03859696712032926
16,12,East Village / Garfield Park,7456,Property Crimes,191699,0.038894308264518854
16,13,East Village / Garfield Park,3092,Property Crimes,191699,0.016129452944459804
16,14,Avondale / Bucktown,8454,Property Crimes,191699,0.04410038654348745
16,15,Austin,5088,Property Crimes,191699,0.026541609502396986
16,16,Dunning / Edison Park,6667,Property Crimes,191699,0.03477848084757876
16,17,Albany Park / Avondale,6566,Property Crimes,191699,0.03425161320612001
16,18,Lincoln Park / Magnificent Mile,13251,Property Crimes,191699,0.06912399125712707
16,19,Lake View / Lincoln Park,8454,Property Crimes,191699,0.04410038654348745
16,20,Andersonville / Edgewater,3672,Property Crimes,191699,0.01915502949937141
16,21,Chinatown / Douglas,3117,Property Crimes,191699,0.016259865726999098
16,22,Auburn Gresham / Beverly,5756,Property Crimes,191699,0.030026239051846905
16,23,Boystown / Lake View,2499,Property Crimes,191699,0.013036061742627765
16,24,Edgewater / Rogers Park,6127,Property Crimes,191699,0.03196156474473002
16,25,Austin / Avondale,10513,Property Crimes,191699,0.05484118331342365
17,1,Douglas / Loop,14342,Property Crimes,203973,0.07031322773112128
17,2,Douglas / Englewood,6773,Property Crimes,203973,0.03320537522123026
17,3,Grand Crossing / Jackson Park,8956,Property Crimes,203973,0.0439077721070926
17,4,Avalon Park / Burnside,10223,Property Crimes,203973,0.05011937854519961
17,5,Burnside / Pullman,7217,Property Crimes,203973,0.03538213390988023
17,6,Auburn Gresham / Chatham,10540,Property Crimes,203973,0.05167350580714114
17,7,Englewood / Grand Crossing,8751,Property Crimes,203973,0.042902737126972686
17,8,Archer Heights / Ashburn,14237,Property Crimes,203973,0.06979845371691351
17,9,Armour Square / Bridgeport,9182,Property Crimes,203973,0.04501576189005407
17,10,Little Village / Lower West Side,6572,Property Crimes,203973,0.03221995067974683
17,11,Austin / Garfield Park,7606,Property Crimes,203973,0.03728924906727851
17,12,East Village / Garfield Park,8582,Property Crimes,203973,0.04207419609458114
17,13,East Village / Garfield Park,3560,Property Crimes,203973,0.017453290386472718
17,14,Avondale / Bucktown,9817,Property Crimes,203973,0.04812891902359626
17,15,Austin,5002,Property Crimes,203973,0.024522853514925995
17,16,Dunning / Edison Park,7239,Property Crimes,203973,0.035489991322380905
17,17,Albany Park / Avondale,7062,Property Crimes,203973,0.034622229412716386
17,18,Lincoln Park / Magnificent Mile,14712,Property Crimes,203973,0.07212719330499624
17,19,Lake View / Lincoln Park,9816,Property Crimes,203973,0.04812401641393714
17,20,Andersonville / Edgewater,4179,Property Crimes,203973,0.02048800576546896
