month,district,neighborhood,specific_count,crime_category,total_count,crime_rate
August,22,Auburn Gresham / Beverly,1074,White Collar Crimes,30784,0.03488825363825364
August,23,Boystown / Lake View,558,White Collar Crimes,30784,0.018126299376299376
August,24,Edgewater / Rogers Park,1136,White Collar Crimes,30784,0.036902286902286904
August,25,Austin / Avondale,1555,White Collar Crimes,30784,0.05051325363825364
December,1,Douglas / Loop,2839,White Collar Crimes,31397,0.09042265184571774
December,2,Douglas / Englewood,992,White Collar Crimes,31397,0.03159537535433322
December,3,Grand Crossing / Jackson Park,1090,White Collar Crimes,31397,0.03471669267764436
December,4,Avalon Park / Burnside,1332,White Collar Crimes,31397,0.04242443545561678
December,5,Burnside / Pullman,894,White Collar Crimes,31397,0.028474058031022074
December,6,Auburn Gresham / Chatham,1576,White Collar Crimes,31397,0.05019587858712616
December,7,Englewood / Grand Crossing,883,White Collar Crimes,31397,0.02812370608656878
December,8,Archer Heights / Ashburn,2142,White Collar Crimes,31397,0.06822307863808644
December,9,Armour Square / Bridgeport,1113,White Collar Crimes,31397,0.035449246743319424
December,10,Little Village / Lower West Side,679,White Collar Crimes,31397,0.021626270025798644
December,11,Austin / Garfield Park,1064,White Collar Crimes,31397,0.033888588081663854
December,12,East Village / Garfield Park,1340,White Collar Crimes,31397,0.042679236869764624
December,13,East Village / Garfield Park,286,White Collar Crimes,31397,0.009109150555785584
December,14,Avondale / Bucktown,1192,White Collar Crimes,31397,0.03796541070802943
December,15,Austin,671,White Collar Crimes,31397,0.021371468611650794
December,16,Dunning / Edison Park,1804,White Collar Crimes,31397,0.05745771889033984
December,17,Albany Park / Avondale,1012,White Collar Crimes,31397,0.03223237888970284
December,18,Lincoln Park / Magnificent Mile,2940,White Collar Crimes,31397,0.09363951969933433
December,19,Lake View / Lincoln Park,1937,White Collar Crimes,31397,0.06169379240054782
December,20,Andersonville / Edgewater,821,White Collar Crimes,31397,0.026148995126922956
December,21,Chinatown / Douglas,348,White Collar Crimes,31397,0.011083861515431412
December,22,Auburn Gresham / Beverly,1206,White Collar Crimes,31397,0.03841131318278816
December,23,Boystown / Lake View,488,White Collar Crimes,31397,0.01554288626301876
December,24,Edgewater / Rogers Park,1106,White Collar Crimes,31397,0.03522629550594006
December,25,Austin / Avondale,1642,White Collar Crimes,31397,0.05229799025384591
February,1,Douglas / Loop,2501,White Collar Crimes,28109,0.08897506136824504
February,2,Douglas / Englewood,940,White Collar Crimes,28109,0.03344124657582981
February,3,Grand Crossing / Jackson Park,997,White Collar Crimes,28109,0.035469066846917356
February,4,Avalon Park / Burnside,1237,White Collar Crimes,28109,0.04400725746202284
February,5,Burnside / Pullman,741,White Collar Crimes,28109,0.026361663524138178
February,6,Auburn Gresham / Chatham,1431,White Collar Crimes,28109,0.05090896154256644
February,7,Englewood / Grand Crossing,864,White Collar Crimes,28109,0.030737486214379738
February,8,Archer Heights / Ashburn,1971,White Collar Crimes,28109,0.07011989042655377
February,9,Armour Square / Bridgeport,961,White Collar Crimes,28109,0.034188338254651535
February,10,Little Village / Lower West Side,693,White Collar Crimes,28109,0.02465402540111708
February,11,Austin / Garfield Park,1000,White Collar Crimes,28109,0.035575794229606175
February,12,East Village / Garfield Park,1152,White Collar Crimes,28109,0.04098331495250632
February,13,East Village / Garfield Park,233,White Collar Crimes,28109,0.008289160055498238
February,14,Avondale / Bucktown,999,White Collar Crimes,28109,0.03554021843537657
February,15,Austin,671,White Collar Crimes,28109,0.023871357928065745
February,16,Dunning / Edison Park,1526,White Collar Crimes,28109,0.054288661994379026
February,17,Albany Park / Avondale,879,White Collar Crimes,28109,0.031271123127823826
February,18,Lincoln Park / Magnificent Mile,2619,White Collar Crimes,28109,0.09317300508733857
February,19,Lake View / Lincoln Park,1639,White Collar Crimes,28109,0.05830872674232452
February,20,Andersonville / Edgewater,734,White Collar Crimes,28109,0.026112632964530934
February,21,Chinatown / Douglas,329,White Collar Crimes,28109,0.011704436301540432
February,22,Auburn Gresham / Beverly,1071,White Collar Crimes,28109,0.03810167561990822
February,23,Boystown / Lake View,489,White Collar Crimes,28109,0.01739656337827742
February,24,Edgewater / Rogers Park,982,White Collar Crimes,28109,0.03493542993347327
February,25,Austin / Avondale,1450,White Collar Crimes,28109,0.051584901632928955
January,1,Douglas / Loop,2921,White Collar Crimes,33218,0.0879342525136974
January,2,Douglas / Englewood,1079,White Collar Crimes,33218,0.032482389066168946
January,3,Grand Crossing / Jackson Park,1198,White Collar Crimes,33218,0.036064784153169965
January,4,Avalon Park / Burnside,1445,White Collar Crimes,33218,0.04350051177072672
January,5,Burnside / Pullman,915,White Collar Crimes,33218,0.027545306761394425
January,6,Auburn Gresham / Chatham,1833,White Collar Crimes,33218,0.05518092600397375
January,7,Englewood / Grand Crossing,1026,White Collar Crimes,33218,0.030886868565235717
January,8,Archer Heights / Ashburn,2333,White Collar Crimes,33218,0.07023300620145705
January,9,Armour Square / Bridgeport,1248,White Collar Crimes,33218,0.037569992172918294
January,10,Little Village / Lower West Side,822,White Collar Crimes,33218,0.02474561984466253
January,11,Austin / Garfield Park,1173,White Collar Crimes,33218,0.035312180143295804
January,12,East Village / Garfield Park,1392,White Collar Crimes,33218,0.04190499126979349
January,13,East Village / Garfield Park,280,White Collar Crimes,33218,0.008429164910590644
January,14,Avondale / Bucktown,1204,White Collar Crimes,33218,0.036245409115539765
January,15,Austin,758,White Collar Crimes,33218,0.02281895357938467
January,16,Dunning / Edison Park,1849,White Collar Crimes,33218,0.05566259257029321
January,17,Albany Park / Avondale,1019,White Collar Crimes,33218,0.03067613944247095
January,18,Lincoln Park / Magnificent Mile,2971,White Collar Crimes,33218,0.08943946053344572
January,19,Lake View / Lincoln Park,1935,White Collar Crimes,33218,0.05825155036426034
January,20,Andersonville / Edgewater,854,White Collar Crimes,33218,0.025708952977301462
January,21,Chinatown / Douglas,394,White Collar Crimes,33218,0.011861039195616834
January,22,Auburn Gresham / Beverly,1275,White Collar Crimes,33218,0.0383828045035824
January,23,Boystown / Lake View,583,White Collar Crimes,33218,0.017550725510265517
January,24,Edgewater / Rogers Park,1103,White Collar Crimes,33218,0.03320488891564814
January,25,Austin / Avondale,1608,White Collar Crimes,33218,0.04840748991510627
July,1,Douglas / Loop,2751,White Collar Crimes,30025,0.09162364696086595
July,2,Douglas / Englewood,929,White Collar Crimes,30025,0.03094088259783514
July,3,Grand Crossing / Jackson Park,1092,White Collar Crimes,30025,0.03636969192339717
July,4,Avalon Park / Burnside,1292,White Collar Crimes,30025,0.043030807660283096
July,5,Burnside / Pullman,804,White Collar Crimes,30025,0.02677768526228143
July,6,Auburn Gresham / Chatham,1548,White Collar Crimes,30025,0.05155703580349708
July,7,Englewood / Grand Crossing,892,White Collar Crimes,30025,0.02970857618651124
July,8,Archer Heights / Ashburn,2059,White Collar Crimes,30025,0.06857618651124063
July,9,Armour Square / Bridgeport,1065,White Collar Crimes,30025,0.03547044129891757
July,10,Little Village / Lower West Side,699,White Collar Crimes,30025,0.02328059950041632
July,11,Austin / Garfield Park,995,White Collar Crimes,30025,0.03313905079100749
July,12,East Village / Garfield Park,1199,White Collar Crimes,30025,0.03993338884263114
July,13,East Village / Garfield Park,262,White Collar Crimes,30025,0.008726061615320566
July,14,Avondale / Bucktown,1129,White Collar Crimes,30025,0.03760199833472107
July,15,Austin,660,White Collar Crimes,30025,0.021981681931723562
July,16,Dunning / Edison Park,1564,White Collar Crimes,30025,0.05208992506244796
July,17,Albany Park / Avondale,913,White Collar Crimes,30025,0.030407993338884262
July,18,Lincoln Park / Magnificent Mile,2952,White Collar Crimes,30025,0.0983180682764363
July,19,Lake View / Lincoln Park,1841,White Collar Crimes,30025,0.06131557035803497
July,20,Andersonville / Edgewater,783,White Collar Crimes,30025,0.02607826810990841
July,21,Chinatown / Douglas,347,White Collar Crimes,30025,0.011557035803497085
July,22,Auburn Gresham / Beverly,1174,White Collar Crimes,30025,0.0391007493755204
July,23,Boystown / Lake View,597,White Collar Crimes,30025,0.019883430474604495
July,24,Edgewater / Rogers Park,1087,White Collar Crimes,30025,0.03620316402997502
July,25,Austin / Avondale,1391,White Collar Crimes,30025,0.04632805995004163
June,1,Douglas / Loop,2628,White Collar Crimes,29782,0.0882412195285743
June,2,Douglas / Englewood,1041,White Collar Crimes,29782,0.034953999059834796
June,3,Grand Crossing / Jackson Park,1039,White Collar Crimes,29782,0.03488684440265932
June,4,Avalon Park / Burnside,1302,White Collar Crimes,29782,0.043717681821234304
June,5,Burnside / Pullman,851,White Collar Crimes,29782,0.028574306628164663
June,6,Auburn Gresham / Chatham,1553,White Collar Crimes,29782,0.05214559129675643
June,7,Englewood / Grand Crossing,879,White Collar Crimes,29782,0.029514471828621314
June,8,Archer Heights / Ashburn,2045,White Collar Crimes,29782,0.06866563696192331
June,9,Armour Square / Bridgeport,1086,White Collar Crimes,29782,0.03646497884628299
June,10,Little Village / Lower West Side,693,White Collar Crimes,29782,0.02326908871130213
June,11,Austin / Garfield Park,923,White Collar Crimes,29782,0.030991874286481768
June,12,East Village / Garfield Park,1184,White Collar Crimes,29782,0.03975555704788127
June,13,East Village / Garfield Park,306,White Collar Crimes,29782,0.010274662547847693
June,14,Avondale / Bucktown,1051,White Collar Crimes,29782,0.03528977234571218
June,15,Austin,696,White Collar Crimes,29782,0.023369820697065342
June,16,Dunning / Edison Park,1525,White Collar Crimes,29782,0.05120542609629978
June,17,Albany Park / Avondale,886,White Collar Crimes,29782,0.02974951312873548
June,18,Lincoln Park / Magnificent Mile,2860,White Collar Crimes,29782,0.09603115976092942
June,19,Lake View / Lincoln Park,1952,White Collar Crimes,29782,0.06554294540326372
June,20,Andersonville / Edgewater,759,White Collar Crimes,29782,0.02548519239809281
June,21,Chinatown / Douglas,322,White Collar Crimes,29782,0.010811899805251494
June,22,Auburn Gresham / Beverly,1087,White Collar Crimes,29782,0.03649855617487073
June,23,Boystown / Lake View,606,White Collar Crimes,29782,0.02034786112416896
June,24,Edgewater / Rogers Park,1056,White Collar Crimes,29782,0.035457658988650866
June,25,Austin / Avondale,1452,White Collar Crimes,29782,0.048754281109394934
March,1,Douglas / Loop,2761,White Collar Crimes,31555,0.08749801933132625
March,2,Douglas / Englewood,1031,White Collar Crimes,31555,0.03267311044208525
March,3,Grand Crossing / Jackson Park,1144,White Collar Crimes,31555,0.036254159404214864
March,4,Avalon Park / Burnside,1329,White Collar Crimes,31555,0.04211693867849786
March,5,Burnside / Pullman,936,White Collar Crimes,31555,0.02966249405799398
March,6,Auburn Gresham / Chatham,1698,White Collar Crimes,31555,0.05381080652828395
March,7,Englewood / Grand Crossing,912,White Collar Crimes,31555,0.028901917287276185
March,8,Archer Heights / Ashburn,2155,White Collar Crimes,31555,0.06829345587070194
March,9,Armour Square / Bridgeport,1159,White Collar Crimes,31555,0.036729519885913484
March,10,Little Village / Lower West Side,777,White Collar Crimes,31555,0.02462367295198859
March,11,Austin / Garfield Park,1191,White Collar Crimes,31555,0.03774362224687054
March,12,East Village / Garfield Park,1273,White Collar Crimes,31555,0.04034225954682301
March,13,East Village / Garfield Park,267,White Collar Crimes,31555,0.008461416574235462
March,14,Avondale / Bucktown,1172,White Collar Crimes,31555,0.03714149897005229
March,15,Austin,803,White Collar Crimes,31555,0.0254476311202662
March,16,Dunning / Edison Park,1688,White Collar Crimes,31555,0.05349389954048487
March,17,Albany Park / Avondale,969,White Collar Crimes,31555,0.030708287117730947
March,18,Lincoln Park / Magnificent Mile,2802,White Collar Crimes,31555,0.08879733798130249
March,19,Lake View / Lincoln Park,1897,White Collar Crimes,31555,0.06011725558548566
March,20,Andersonville / Edgewater,773,White Collar Crimes,31555,0.02449691015686896
March,21,Chinatown / Douglas,353,White Collar Crimes,31555,0.011186816669307558
March,22,Auburn Gresham / Beverly,1129,White Collar Crimes,31555,0.035778798922516244
March,23,Boystown / Lake View,528,White Collar Crimes,31555,0.016732688955791476
March,24,Edgewater / Rogers Park,1171,White Collar Crimes,31555,0.03710980827127238
March,25,Austin / Avondale,1637,White Collar Crimes,31555,0.05187767390270955
May,1,Douglas / Loop,2590,White Collar Crimes,30166,0.08585825101107207
May,2,Douglas / Englewood,1040,White Collar Crimes,30166,0.03447590001988994
May,3,Grand Crossing / Jackson Park,1159,White Collar Crimes,30166,0.038420738579858116
May,4,Avalon Park / Burnside,1362,White Collar Crimes,30166,0.045150169064509714
May,5,Burnside / Pullman,853,White Collar Crimes,30166,0.02827686799708281
May,6,Auburn Gresham / Chatham,1597,White Collar Crimes,30166,0.05294039647285023
May,7,Englewood / Grand Crossing,915,White Collar Crimes,30166,0.030332162036730094
May,8,Archer Heights / Ashburn,1998,White Collar Crimes,30166,0.06623350792282702
May,9,Armour Square / Bridgeport,1144,White Collar Crimes,30166,0.03792349002187893
May,10,Little Village / Lower West Side,719,White Collar Crimes,30166,0.023834780879135452
May,11,Austin / Garfield Park,1003,White Collar Crimes,30166,0.03324935357687463
May,12,East Village / Garfield Park,1192,White Collar Crimes,30166,0.03951468540741232
May,13,East Village / Garfield Park,265,White Collar Crimes,30166,0.00878472452429888
May,14,Avondale / Bucktown,1082,White Collar Crimes,30166,0.03586819598223165
May,15,Austin,732,White Collar Crimes,30166,0.024265729629384076
May,16,Dunning / Edison Park,1668,White Collar Crimes,30166,0.05529403964728502
May,17,Albany Park / Avondale,940,White Collar Crimes,30166,0.031160909633362065
May,18,Lincoln Park / Magnificent Mile,2796,White Collar Crimes,30166,0.0926871312073195
May,19,Lake View / Lincoln Park,1784,White Collar Crimes,30166,0.05913942849565736
May,20,Andersonville / Edgewater,748,White Collar Crimes,30166,0.024796128091228536
May,21,Chinatown / Douglas,308,White Collar Crimes,30166,0.010210170390505868
May,22,Auburn Gresham / Beverly,1119,White Collar Crimes,30166,0.03709474242524697
May,23,Boystown / Lake View,579,White Collar Crimes,30166,0.01919379433799642
May,24,Edgewater / Rogers Park,1077,White Collar Crimes,30166,0.035702446462905255
May,25,Austin / Avondale,1496,White Collar Crimes,30166,0.04959225618245707
